query_id,point_id
9,45722
9,46085
9,46380
9,46465
9,47035
9,47607
9,47885
9,47963
9,48151
9,48943
9,49070
9,49346
9,49412
10,205
10,333
10,744
10,878
10,1032
10,1088
10,1130
10,2474
10,2906
10,3090
10,3804
10,5060
10,5505
10,5662
10,6300
10,6621
10,7989
10,8048
10,8064
10,9512
10,9780
10,10969
10,11362
10,11931
10,12333
10,14089
10,14797
10,15019
10,15190
10,15573
10,16231
10,16413
10,16711
10,16991
10,17181
10,17790
10,18067
10,18205
10,18273
10,18286
10,19289
10,20128
10,20714
10,20939
10,22380
10,23983
10,24085
10,24301
10,24587
10,24763
10,28411
10,28445
10,28945
10,29234
10,29711
10,32220
10,33300
10,34061
10,34315
10,34431
10,34504
10,34765
10,35473
10,36191
10,36222
10,36850
10,37010
10,37221
10,39599
10,41795
10,41970
10,43250
10,43510
10,43552
10,44509
10,44965
10,46299
10,46374
10,47462
10,47566
10,47704
10,48027
10,48085
10,48394
11,284
11,1647
11,1782
11,3876
11,4276
11,6815
11,7561
11,7598
11,7741
11,11952
11,12311
11,13216
11,14708
11,16582
11,16636
11,20607
11,23161
11,24504
11,25283
11,25683
11,26238
11,26727
11,26986
11,28438
11,30760
11,31340
11,33561
11,34700
11,35459
11,36480
11,36903
11,40268
11,40944
11,42866
11,43791
11,47760
11,49312
12,187
12,457
12,465
12,844
12,931
12,1060
12,1226
12,1417
12,1443
12,1790
12,1898
12,2022
12,2250
12,2723
12,2762
12,3295
12,3339
12,3460
12,3481
12,3489
12,3499
12,4278
12,4323
12,4646
12,4711
12,4841
12,5008
12,5177
12,5297
12,5329
12,5411
12,5569
12,5653
12,5849
12,5905
12,6099
12,6297
12,6582
12,6824
12,6931
12,6986
12,6996
12,6999
12,7120
12,7448
12,7564
12,7897
12,8062
12,8176
12,8250
12,8525
12,8597
12,9105
12,9177
12,9329
12,9467
12,9554
12,9698
12,9762
12,9868
12,10052
12,10284
12,10481
12,10524
12,10610
12,10754
12,10988
12,11345
12,11404
12,11509
12,11870
12,11950
12,12002
12,12211
12,12620
12,12757
12,12792
12,12888
12,12933
12,13319
12,13362
12,13950
12,14086
12,14111
12,14149
12,14547
12,14822
12,14907
12,15027
12,15136
12,15143
12,15468
12,15530
12,15664
12,16326
12,16468
12,16602
12,16702
12,16801
12,17023
12,17137
12,17168
12,17368
12,17652
12,17725
12,17863
12,18237
12,18704
12,19054
12,19219
12,19253
12,19349
12,19681
12,19803
12,19932
12,19938
12,20100
12,20114
12,20304
12,20428
12,20599
12,21107
12,21184
12,21466
12,21550
12,22131
12,22155
12,23002
12,23176
12,23201
12,23477
12,23589
12,23613
12,23849
12,24102
12,24112
12,24272
12,24284
12,24428
12,24710
12,24738
12,24769
12,25225
12,25387
12,25572
12,26069
12,26106
12,26232
12,26407
12,26513
12,27893
12,27930
12,28092
12,28241
12,28387
12,28429
12,28605
12,28696
12,28784
12,29054
12,29158
12,29206
12,29261
12,29308
12,29421
12,29627
12,30055
12,30183
12,30268
12,30439
12,30745
12,30932
12,30952
12,31028
12,31080
12,31733
12,31903
12,31906
12,32170
12,32329
12,32573
12,32850
12,33047
12,33245
12,33409
12,33432
12,33451
12,33607
12,34022
12,34113
12,34140
12,34385
12,34413
12,34434
12,34533
12,34534
12,34866
12,34897
12,35070
12,35415
12,35474
12,35867
12,36050
12,36127
12,36168
12,36341
12,36488
12,36498
12,37431
12,37473
12,37885
12,38062
12,38125
12,38317
12,38498
12,38509
12,38805
12,38806
12,39146
12,39637
12,40094
12,40286
12,40422
12,40486
12,40687
12,40691
12,40813
12,40868
12,41337
12,41541
12,41610
12,41957
12,42020
12,42325
12,42337
12,42639
12,43073
12,43303
12,43393
12,43439
12,43574
12,43599
12,43619
12,43660
12,44139
12,44261
12,44350
12,44426
12,44556
12,44673
12,44852
12,44907
12,45027
12,45154
12,45910
12,45980
12,46038
12,46248
12,46350
12,46575
12,46577
12,46796
12,47075
12,47122
12,47969
12,48223
12,48568
12,48649
12,48702
12,48728
12,48960
12,49063
12,49166
12,49315
12,49322
12,49525
13,659
13,717
13,1157
13,1215
13,1628
13,2253
13,4097
13,4367
13,5089
13,5323
13,5364
13,5371
13,6723
13,6985
13,6989
13,6992
13,7032
13,7499
13,7682
13,7900
13,8108
13,8444
13,8584
13,9009
13,9882
13,9964
13,9987
13,9991
13,10135
13,10849
13,11111
13,12116
13,12517
13,12693
13,12868
13,12984
13,13378
13,13444
13,13534
13,13679
13,13680
13,13780
13,14232
13,14423
13,15538
13,15862
13,16539
13,17701
13,17737
13,17740
13,17909
13,18432
13,19071
13,19513
13,19696
13,20321
13,20964
13,21030
13,21087
13,21150
13,21382
13,21511
13,21558
13,22996
13,23523
13,23598
13,23615
13,23827
13,24270
13,25178
13,25192
13,25405
13,25603
13,26025
13,26551
13,26808
13,27118
13,28683
13,28778
13,28805
13,29090
13,29497
13,30603
13,30975
13,32019
13,33271
13,33473
13,33915
13,34177
13,34459
13,34857
13,36020
13,36162
13,36221
13,36447
13,36664
13,36702
13,37079
13,37413
13,37480
13,38154
13,38199
13,38972
13,39044
13,39301
13,40210
13,40471
13,40566
13,41097
13,41492
13,41902
13,42308
13,42384
13,43318
13,43558
13,43667
13,43902
13,44181
13,44269
13,44482
13,44857
13,45198
13,45377
13,45719
13,46680
13,47063
13,47608
13,47849
13,47872
13,47921
13,48551
13,48695
13,49221
13,49306
13,49816
14,315
14,350
14,355
14,963
14,1159
14,1318
14,1856
14,2240
14,2285
14,2464
14,2466
14,2616
14,2794
14,3624
14,3674
14,4006
14,4673
14,4980
14,5036
14,5347
14,6069
14,6195
14,6323
14,6780
14,7353
14,7400
14,7566
14,7876
14,9011
14,9091
14,9668
14,9922
14,10113
14,10308
14,10878
14,11135
14,11482
14,11589
14,11969
14,11978
14,12137
14,13271
14,13330
14,13928
14,13957
14,13992
14,14070
14,14233
14,14892
14,14904
14,14962
14,15178
14,15258
14,15576
14,15688
14,15926
14,16003
14,16318
14,16687
14,17304
14,17474
14,18012
14,18758
14,18760
14,18907
14,18927
14,19093
14,19179
14,19343
14,19765
14,20035
14,20298
14,20364
14,20381
14,20431
14,20571
14,20850
14,20917
14,21730
14,22319
14,22416
14,22426
14,22877
14,23135
14,23189
14,23960
14,24495
14,25410
14,25464
14,25518
14,25657
14,25957
14,26129
14,27302
14,27466
14,27521
14,27564
14,27809
14,28042
14,28283
14,28730
14,29592
14,29684
14,30159
14,30501
14,30581
14,30681
14,31219
14,32356
14,32868
14,33570
14,33994
14,34304
14,34947
14,35027
14,36192
14,36640
14,37037
14,37318
14,37344
14,37639
14,37664
14,38261
14,38563
14,38713
14,38747
14,39939
14,40602
14,40620
14,40773
14,40985
14,41147
14,41281
14,41865
14,43968
14,44206
14,44474
14,44611
14,44659
14,44696
14,45470
14,45566
14,45713
14,46541
14,46587
14,46719
14,47034
14,47262
14,47758
14,48427
14,48751
14,48930
14,49080
14,49112
14,49662
14,49790
14,49905
14,49982
15,96
15,358
15,672
15,861
15,1097
15,1154
15,1158
15,1195
15,1483
15,1678
15,1742
15,1769
15,1830
15,1938
15,1990
15,1995
15,2017
15,2045
15,2374
15,2459
15,2583
15,2826
15,2829
15,3064
15,3265
15,3317
15,3588
15,3659
15,3837
15,4324
15,4446
15,4550
15,4571
15,4721
15,4730
15,5023
15,5237
15,5383
15,5387
15,5431
15,5712
15,5719
15,5741
15,5796
15,5867
15,6038
15,6591
15,7029
15,7396
15,7645
15,7840
15,8204
15,8258
15,8463
15,8555
15,8571
15,8616
15,8690
15,8942
15,9218
15,9288
15,9435
15,9740
15,9849
15,9983
15,10077
15,10280
15,10390
15,10424
15,10518
15,10533
15,10662
15,10703
15,10743
15,11543
15,11859
15,11983
15,12043
15,12104
15,12224
15,12273
15,12358
15,12458
15,12531
15,12718
15,12869
15,12938
15,12954
15,13030
15,13096
15,13274
15,13753
15,13931
15,13965
15,14016
15,14363
15,14421
15,14543
15,14844
15,15407
15,15545
15,15563
15,15640
15,15670
15,15718
15,15878
15,15991
15,16074
15,16113
15,16250
15,16428
15,16475
15,16593
15,16818
15,17014
15,17328
15,17373
15,17412
15,17533
15,17646
15,17786
15,18218
15,18229
15,18547
15,18598
15,18606
15,18609
15,18966
15,19077
15,19081
15,19386
15,19480
15,19629
15,19756
15,20067
15,20190
15,20518
15,20521
15,20609
15,20844
15,21914
15,21958
15,22007
15,22134
15,22239
15,22323
15,22373
15,22410
15,22484
15,22495
15,22569
15,22580
15,22665
15,22915
15,22926
15,22998
15,23462
15,23490
15,23553
15,23876
15,23890
15,24011
15,24298
15,24516
15,24780
15,24818
15,24852
15,24882
15,25494
15,25513
15,25566
15,25582
15,25735
15,25818
15,25940
15,25971
15,25976
15,26148
15,26187
15,26202
15,27175
15,27269
15,27599
15,27700
15,27774
15,27897
15,27932
15,28046
15,28203
15,28255
15,28336
15,28550
15,28973
15,29014
15,29169
15,29300
15,29316
15,29367
15,29384
15,29629
15,29776
15,29811
15,30176
15,30304
15,30457
15,30480
15,30528
15,30789
15,30849
15,30923
15,31185
15,31261
15,31296
15,31491
15,31783
15,31839
15,31862
15,32299
15,32321
15,32322
15,32726
15,32743
15,32835
15,33093
15,33248
15,33338
15,33477
15,33621
15,33822
15,34207
15,34480
15,34573
15,34898
15,34932
15,35080
15,35093
15,35259
15,35989
15,36057
15,36060
15,36114
15,36293
15,36634
15,36649
15,36677
15,36762
15,36797
15,37024
15,37081
15,37097
15,37133
15,37255
15,37489
15,37640
15,37734
15,38150
15,38214
15,38373
15,38407
15,38615
15,39054
15,39160
15,39231
15,39488
15,39621
15,39800
15,40983
15,41227
15,41631
15,41676
15,41687
15,41728
15,41815
15,42399
15,42501
15,42647
15,42658
15,42861
15,43519
15,44036
15,44149
15,44337
15,44377
15,44494
15,44560
15,44686
15,44804
15,45491
15,45744
15,45839
15,45856
15,45923
15,46121
15,46197
15,46210
15,46674
15,46863
15,47165
15,47349
15,47920
15,47950
15,47953
15,48345
15,48435
15,48563
15,48616
15,48810
15,49033
15,49173
15,49895
15,49946
15,49974
16,11
16,195
16,340
16,596
16,1398
16,1549
16,1881
16,1907
16,1999
16,2142
16,2486
16,2620
16,2981
16,3228
16,3482
16,3530
16,3777
16,4150
16,4271
16,4546
16,4586
16,4961
16,5065
16,5095
16,5286
16,5753
16,5960
16,5997
16,6136
16,6452
16,6878
16,7074
16,7215
16,8358
16,8378
16,9444
16,9537
16,9642
16,9678
16,9705
16,9788
16,9898
16,9934
16,10114
16,10338
16,10789
16,10898
16,10946
16,11233
16,11250
16,11316
16,11494
16,11569
16,11610
16,11613
16,12212
16,12768
16,12906
16,12908
16,12916
16,13023
16,13123
16,13131
16,13205
16,13673
16,13812
16,13827
16,13930
16,13932
16,14274
16,14808
16,14932
16,15620
16,15803
16,16464
16,16862
16,17076
16,17532
16,17735
16,17978
16,18169
16,18342
16,18406
16,18525
16,18658
16,19478
16,19532
16,19538
16,19626
16,19641
16,19828
16,19896
16,20396
16,20705
16,20763
16,21227
16,21900
16,23009
16,23094
16,23468
16,23641
16,23845
16,23889
16,24243
16,24329
16,24439
16,24531
16,24748
16,25210
16,25737
16,25782
16,25784
16,25829
16,26072
16,26346
16,26564
16,26741
16,26965
16,27098
16,27888
16,28312
16,28400
16,28419
16,28567
16,28881
16,29337
16,29463
16,29511
16,30030
16,30103
16,30385
16,30437
16,30482
16,30707
16,30728
16,30781
16,31186
16,31819
16,32077
16,32354
16,32483
16,32831
16,34146
16,34447
16,34500
16,34664
16,34962
16,35066
16,35438
16,36249
16,37031
16,37074
16,37284
16,37387
16,37495
16,37717
16,37792
16,37985
16,38065
16,38821
16,38958
16,39116
16,39397
16,39745
16,39758
16,40176
16,40288
16,40630
16,40739
16,41107
16,41226
16,41285
16,41415
16,41570
16,41880
16,41963
16,43495
16,43742
16,43849
16,44066
16,44593
16,44610
16,44710
16,45113
16,45132
16,45172
16,45715
16,45781
16,45880
16,46216
16,46473
16,46855
16,46892
16,47109
16,47350
16,47387
16,47750
16,48213
16,48216
16,48735
16,48863
16,49029
16,49436
16,49899
17,2861
17,14380
17,34351
17,34974
17,47305
17,47591
18,5849
18,6582
18,6824
18,9329
18,16468
18,17725
18,23176
18,26106
18,29261
18,31903
18,34434
18,37473
18,38317
18,40691
18,48649
19,1159
19,2794
19,3557
19,5347
19,6941
19,7353
19,7876
19,8243
19,11309
19,13664
19,16130
19,16426
19,18760
19,19142
19,22347
19,25914
19,28042
19,28270
19,32215
19,32535
19,32868
19,33213
19,33570
19,35027
19,35299
19,36640
19,40284
19,44385
19,44643
20,458
20,6122
20,8012
20,8506
20,16198
20,21608
20,21642
20,23055
20,23208
20,28256
20,29577
20,34689
20,35790
20,45449
20,46097
21,53
21,150
21,687
21,1254
21,1716
21,1725
21,2109
21,3083
21,3852
21,4836
21,4992
21,5254
21,5560
21,5975
21,6979
21,7627
21,7888
21,8050
21,8772
21,9717
21,9773
21,10178
21,10822
21,10914
21,11604
21,11877
21,12008
21,12144
21,12193
21,13805
21,14335
21,15262
21,16473
21,16668
21,18614
21,18700
21,19645
21,20129
21,20561
21,22309
21,22315
21,23640
21,24134
21,25711
21,26527
21,26702
21,26739
21,27597
21,28316
21,28337
21,28408
21,28479
21,28776
21,28873
21,29994
21,30110
21,30145
21,30186
21,30864
21,31371
21,31567
21,33106
21,33143
21,33559
21,33885
21,34395
21,34472
21,35431
21,36588
21,36670
21,36678
21,36743
21,37085
21,37151
21,37608
21,37853
21,39264
21,39669
21,40627
21,40639
21,41205
21,43231
21,43985
21,44027
21,44627
21,45423
21,46087
21,47197
21,47619
21,48299
21,49355
21,49493
22,91
22,127
22,706
22,740
22,1019
22,1056
22,1404
22,1820
22,1929
22,2507
22,2973
22,4063
22,4354
22,4509
22,4642
22,4935
22,5147
22,5455
22,5622
22,5877
22,5979
22,6066
22,6513
22,6609
22,6705
22,6707
22,6838
22,6891
22,7204
22,7226
22,7289
22,7677
22,8253
22,8393
22,8405
22,8474
22,8666
22,8804
22,9269
22,9522
22,9616
22,10029
22,10234
22,10538
22,10733
22,10852
22,10994
22,11313
22,11322
22,11361
22,11640
22,11764
22,12568
22,12674
22,12909
22,12936
22,13009
22,13202
22,13314
22,13617
22,13757
22,14127
22,14178
22,14495
22,14524
22,14576
22,14715
22,14814
22,14885
22,14919
22,15109
22,15224
22,15797
22,16234
22,16296
22,16410
22,16890
22,17173
22,17201
22,17467
22,17826
22,17965
22,18232
22,18238
22,18335
22,18416
22,18664
22,19031
22,19106
22,19432
22,19733
22,19971
22,20313
22,20375
22,20684
22,21299
22,21669
22,21850
22,22436
22,22597
22,22766
22,23215
22,23407
22,23542
22,23852
22,24137
22,24681
22,25159
22,25579
22,25687
22,26055
22,26091
22,26144
22,26206
22,27111
22,27415
22,27615
22,27616
22,27977
22,28275
22,28578
22,28807
22,29332
22,29555
22,29808
22,30195
22,30275
22,30576
22,30748
22,30906
22,30977
22,30988
22,31090
22,31235
22,31330
22,31833
22,32028
22,32074
22,32184
22,32474
22,32508
22,33062
22,33507
22,33688
22,33768
22,34517
22,34776
22,34961
22,35085
22,35175
22,35417
22,35726
22,36443
22,36486
22,36748
22,36761
22,36833
22,37109
22,37945
22,37980
22,38075
22,38312
22,38519
22,39009
22,39066
22,39093
22,39139
22,39154
22,39236
22,39484
22,40143
22,40281
22,40671
22,40791
22,40906
22,41094
22,41368
22,41834
22,41967
22,42530
22,42638
22,42924
22,43111
22,43215
22,43692
22,44381
22,44420
22,44503
22,44619
22,44881
22,44978
22,45190
22,45553
22,45637
22,46016
22,46064
22,46263
22,46560
22,47344
22,47546
22,47673
22,48190
22,48575
22,48918
22,49222
22,49262
22,49505
22,49793
23,693
23,910
23,3109
23,5658
23,8427
23,11140
23,11855
23,13839
23,16813
23,17534
23,19608
23,20017
23,20030
23,20125
23,20326
23,20704
23,21393
23,22529
23,22868
23,24231
23,26660
23,27030
23,28086
23,30319
23,30699
23,33224
23,33775
23,34491
23,34892
23,35249
23,37222
23,38781
23,39091
23,40197
23,41830
23,41974
23,43740
23,46005
23,47391
23,48064
23,48243
23,48371
23,48635
24,2087
24,13294
24,15087
24,17672
24,20912
24,36304
25,440
25,615
25,1265
25,1382
25,1456
25,1472
25,1919
25,1956
25,2084
25,2358
25,2561
25,3097
25,3407
25,3438
25,4220
25,4305
25,4926
25,4986
25,5312
25,5336
25,5840
25,6186
25,6279
25,6417
25,6541
25,7249
25,7320
25,7881
25,8106
25,8411
25,8700
25,8807
25,9869
25,9907
25,10047
25,10901
25,11317
25,11700
25,12014
25,12382
25,12851
25,12897
25,13209
25,13526
25,13970
25,14190
25,14220
25,14241
25,14494
25,14845
25,14975
25,15100
25,15135
25,15303
25,15710
25,16752
25,16800
25,17242
25,17648
25,17823
25,18180
25,18709
25,18969
25,18976
25,19046
25,19070
25,19868
25,20484
25,21300
25,21776
25,22073
25,22136
25,22178
25,22233
25,22246
25,22326
25,22804
25,22954
25,23163
25,23228
25,24173
25,24947
25,25121
25,25172
25,25251
25,25701
25,25890
25,25996
25,26311
25,26323
25,26521
25,26531
25,26746
25,26765
25,26878
25,27086
25,27317
25,27674
25,28085
25,28339
25,28708
25,28801
25,28849
25,29724
25,29965
25,29975
25,30006
25,30273
25,30338
25,31184
25,31437
25,31578
25,33230
25,33711
25,34206
25,34243
25,34343
25,35023
25,35306
25,35541
25,35622
25,36227
25,36473
25,37186
25,37548
25,37612
25,37756
25,38240
25,38268
25,38467
25,38475
25,39065
25,40017
25,40285
25,40408
25,40497
25,40899
25,41063
25,41200
25,41617
25,41668
25,41808
25,41897
25,42542
25,43108
25,43387
25,43551
25,43926
25,44797
25,44886
25,45078
25,45701
25,45728
25,45792
25,46499
25,46649
25,46772
25,46987
25,47149
25,47412
25,47443
25,47695
25,47769
25,48729
25,48805
25,49670
26,728
26,756
26,798
26,979
26,4515
26,5726
26,5912
26,6114
26,6518
26,7757
26,8142
26,10419
26,12231
26,13620
26,18731
26,19685
26,20391
26,20567
26,20935
26,22576
26,23692
26,24080
26,26750
26,28505
26,33261
26,34392
26,34553
26,34648
26,37348
26,38565
26,38827
26,39560
26,40697
26,40707
26,41330
26,42867
26,43876
26,45595
26,46236
26,46534
26,48351
26,48502
27,331
27,2556
27,3045
27,3556
27,4485
27,4618
27,5208
27,5669
27,6944
27,7071
27,7184
27,9310
27,9645
27,9999
27,10818
27,11407
27,11937
27,13554
27,14237
27,14428
27,15145
27,16459
27,17102
27,17403
27,17654
27,18242
27,18292
27,19979
27,20278
27,20994
27,21111
27,22017
27,22514
27,22672
27,22920
27,23095
27,23564
27,24783
27,24799
27,25270
27,25281
27,26319
27,26697
27,26858
27,27037
27,27166
27,28144
27,28890
27,30058
27,30252
27,31193
27,31311
27,33008
27,33026
27,34116
27,34159
27,34501
27,34698
27,34927
27,36005
27,37478
27,38256
27,38889
27,39142
27,39738
27,40683
27,41594
27,43716
27,43983
27,44277
27,44468
27,44747
27,45627
27,45991
27,47043
27,47363
27,47471
27,48504
27,48939
28,184
28,5074
28,6849
28,7411
28,8653
28,9330
28,10603
28,10889
28,12124
28,13523
28,18502
28,19331
28,20692
28,21701
28,22269
28,23398
28,23817
28,25596
28,27589
28,32475
28,33516
28,34071
28,39713
28,40192
28,41663
28,41734
28,42918
28,46597
28,49332
28,49446
29,174
29,520
29,614
29,906
29,2050
29,2550
29,3941
29,3942
29,5214
29,5714
29,6352
29,6469
29,6650
29,6858
29,6959
29,7098
29,7099
29,7480
29,7960
29,8921
29,9207
29,9292
29,9443
29,9833
29,9834
29,10089
29,11717
29,12344
29,12829
29,13220
29,13489
29,14995
29,16077
29,16169
29,18325
29,18730
29,19010
29,19072
29,19783
29,20772
29,20900
29,21072
29,21781
29,21848
29,21865
29,22207
29,22220
29,22720
29,23077
29,23338
29,23391
29,23590
29,24093
29,24171
29,24878
29,24994
29,25858
29,26315
29,27148
29,28032
29,29125
29,29266
29,29467
29,29751
29,30261
29,30376
29,32188
29,32846
29,33664
29,34029
29,34032
29,34799
29,34946
29,35019
29,38622
29,40124
29,40608
29,40611
29,40713
29,40964
29,41649
29,42095
29,42159
29,42340
29,42610
29,43142
29,43421
29,44717
29,44946
29,45335
29,45339
29,45641
29,46936
29,47548
29,48074
29,48169
29,49139
29,49620
30,132
30,247
30,253
30,461
30,553
30,615
30,1010
30,1265
30,1277
30,1279
30,1345
30,1382
30,1456
30,1528
30,1610
30,1734
30,1740
30,1778
30,2002
30,2084
30,2100
30,2358
30,2634
30,2778
30,2886
30,2887
30,2932
30,3002
30,3584
30,4703
30,4786
30,4957
30,4986
30,5198
30,5435
30,5660
30,6079
30,6081
30,6253
30,6466
30,6508
30,6552
30,6553
30,6915
30,7063
30,7126
30,7158
30,7249
30,7320
30,7441
30,7558
30,7603
30,8106
30,8163
30,8308
30,8310
30,8546
30,8700
30,8715
30,8762
30,8807
30,9231
30,9732
30,9831
30,9907
30,9920
30,10076
30,10243
30,10622
30,10676
30,10836
30,10929
30,10958
30,11263
30,11700
30,11759
30,11869
30,11871
30,12012
30,12078
30,12113
30,12521
30,12556
30,12798
30,12851
30,13209
30,13434
30,13560
30,13985
30,14220
30,14248
30,14494
30,14631
30,14937
30,15073
30,15134
30,15446
30,15639
30,15840
30,16325
30,16590
30,16685
30,16747
30,16800
30,17177
30,17202
30,17367
30,17400
30,17427
30,17585
30,17785
30,18025
30,18082
30,18129
30,18158
30,18336
30,18346
30,18969
30,19012
30,19046
30,19068
30,19986
30,20107
30,20222
30,20228
30,20262
30,20392
30,20484
30,20538
30,20593
30,20625
30,21046
30,21336
30,21831
30,22073
30,22093
30,22233
30,22246
30,22326
30,22353
30,22501
30,22550
30,22579
30,22601
30,22966
30,23001
30,23100
30,23522
30,23560
30,23578
30,23741
30,23843
30,24163
30,24173
30,24545
30,24631
30,24732
30,24811
30,24999
30,25011
30,25393
30,25394
30,25629
30,25661
30,25701
30,25757
30,25847
30,26215
30,26301
30,26420
30,26531
30,26723
30,26765
30,26835
30,26932
30,27064
30,27086
30,27089
30,27127
30,27179
30,27317
30,27674
30,27906
30,28085
30,28202
30,28276
30,28339
30,28439
30,28638
30,28711
30,28801
30,28849
30,29113
30,29137
30,29423
30,29516
30,29975
30,30362
30,30422
30,30750
30,30829
30,30959
30,31184
30,31452
30,31568
30,31578
30,31694
30,32127
30,32509
30,32914
30,33227
30,33237
